Id,Title,Latitude,Longitude,Image
P1456,Title1456,45.66,83.29,Image4
P1457,Title1457,45.28,88.29,Image5
P1458,Title1458,43.85,79.89,Image6
P1459,Title1459,45.58,83.05,Image7
P1460,Title1460,39.23,81.63,Image8
P1461,Title1461,45.93,88.59,Image9
P1462,Title1462,45.54,87.48,Image10
P1463,Title1463,38.39,85.46,Image1
P1464,Title1464,36.81,88.81,Image1
P1465,Title1465,38.38,83.78,Image1
P1466,Title1466,37.57,79.51,Image2
P1467,Title1467,35.82,79.97,Image3
P1468,Title1468,40.7,82.63,Image4
P1469,Title1469,35.64,84.78,Image5
P1470,Title1470,46.07,80.8,Image6
P1471,Title1471,37.2,85.73,Image7
P1472,Title1472,38.53,80.97,Image8
P1473,Title1473,46.26,85.28,Image9
P1474,Title1474,41.59,80.62,Image10
P1475,Title1475,43.5,83.28,Image1
P1476,Title1476,40.99,81.67,Image1
P1477,Title1477,42.38,85.96,Image1
P1478,Title1478,35.25,80.41,Image2
P1479,Title1479,44.46,86.52,Image3
P1480,Title1480,44.7,86.81,Image4
P1481,Title1481,41.51,81.93,Image5
P1482,Title1482,38.08,83.74,Image6
P1483,Title1483,46.07,88.67,Image7
P1484,Title1484,43.18,87.87,Image8
P1485,Title1485,42,85.61,Image9
P1486,Title1486,44.12,86.43,Image10
P1487,Title1487,35.65,85.75,Image1
P1488,Title1488,44.04,80.93,Image1
P1489,Title1489,34.87,79.81,Image1
P1490,Title1490,44.95,87.23,Image2
P1491,Title1491,36.93,83.61,Image3
P1492,Title1492,41.35,83.47,Image4
P1493,Title1493,41.9,88.28,Image5
P1494,Title1494,37.93,81.78,Image6
P1495,Title1495,38.32,86.82,Image7
P1496,Title1496,39.31,86.91,Image8
P1497,Title1497,36.66,83.24,Image9
P1498,Title1498,42.09,85.38,Image10
P1499,Title1499,36.69,80.56,Image1
P1500,Title1500,46.28,81.46,Image1
P1501,Title1501,40.43,82.47,Image1
P1502,Title1502,41.75,82.21,Image2
P1503,Title1503,46.04,78.96,Image3
P1504,Title1504,45.11,82.41,Image4
P1505,Title1505,39.65,80.37,Image5
P1506,Title1506,45.86,81.57,Image6
P1507,Title1507,43.24,85.72,Image7
P1508,Title1508,44.95,79.47,Image8
P1509,Title1509,34.75,80.36,Image9
P1510,Title1510,45.27,83.8,Image10
P1511,Title1511,42.24,85.73,Image1
P1512,Title1512,46.46,83.15,Image1
P1513,Title1513,41.3,88.35,Image1
P1514,Title1514,37.68,81.4,Image2
P1515,Title1515,34.91,88.48,Image3
P1516,Title1516,43.6,85.01,Image4
P1517,Title1517,35,79.45,Image5
P1518,Title1518,40.75,83.03,Image6
P1519,Title1519,44.01,86.74,Image7
P1520,Title1520,43.93,80.61,Image8
P1521,Title1521,39.52,82.74,Image9
P1522,Title1522,40.86,80.92,Image10
P1523,Title1523,44.4,86.64,Image1
P1524,Title1524,44.54,86.97,Image1
P1525,Title1525,42.99,81.17,Image1
P1526,Title1526,44.19,84.38,Image2
P1527,Title1527,39.82,87.43,Image3
P1528,Title1528,35.58,88.57,Image4
P1529,Title1529,43.74,86.49,Image5
P1530,Title1530,39.56,84.9,Image6
P1531,Title1531,45.71,82.08,Image7
P1532,Title1532,34.58,88.42,Image8
P1533,Title1533,37.32,81.35,Image9
P1534,Title1534,45.61,80.51,Image10
P1535,Title1535,43.09,82.07,Image1
P1536,Title1536,37.43,83.43,Image1
P1537,Title1537,35.47,83.23,Image1
P1538,Title1538,45.93,80.07,Image2
P1539,Title1539,44,82.34,Image3
P1540,Title1540,39.18,85.64,Image4
P1541,Title1541,42.82,87.62,Image5
P1542,Title1542,38.53,79.89,Image6
P1543,Title1543,39.78,84.99,Image7
P1544,Title1544,40.7,83.3,Image8
P1545,Title1545,40.26,79.98,Image9
P1546,Title1546,45.41,78.5,Image10
P1547,Title1547,38.33,82.63,Image1
P1548,Title1548,44.21,78.57,Image1
P1549,Title1549,38.52,78.77,Image1
P1550,Title1550,38.6,87.06,Image2
P1551,Title1551,39.87,84.83,Image3
P1552,Title1552,43.7,80.87,Image4
P1553,Title1553,41.1,84.36,Image5
P1554,Title1554,42.27,85.95,Image6
P1555,Title1555,43.32,83.7,Image7
P1556,Title1556,43.44,87.4,Image8
P1557,Title1557,45.99,80.92,Image9
P1558,Title1558,37.5,80.36,Image10
P1559,Title1559,34.7,87.08,Image1
P1560,Title1560,44.36,85.11,Image1
P1561,Title1561,39.24,81.12,Image1
P1562,Title1562,43.21,80.23,Image2
P1563,Title1563,43.78,80.26,Image3
P1564,Title1564,37.68,80.54,Image4
P1565,Title1565,44.08,85.74,Image5
P1566,Title1566,41.83,82.29,Image6
P1567,Title1567,46.33,79.74,Image7
P1568,Title1568,35.48,86.74,Image8
P1569,Title1569,40.37,83.12,Image9
P1570,Title1570,45.21,84.73,Image10
P1571,Title1571,44.24,85.08,Image1
P1572,Title1572,39.58,78.87,Image1
P1573,Title1573,40.16,85.43,Image1
P1574,Title1574,35.36,87.27,Image2
P1575,Title1575,34.77,87.11,Image3
P1576,Title1576,44.59,82.47,Image4
P1577,Title1577,44.32,81.73,Image5
P1578,Title1578,45.55,81.84,Image6
P1579,Title1579,39.36,83.78,Image7
P1580,Title1580,42.14,81.23,Image8
P1581,Title1581,39.71,79.77,Image9
P1582,Title1582,38.32,82.07,Image10
P1583,Title1583,41.1,86.8,Image1
P1584,Title1584,44.56,83.05,Image1
P1585,Title1585,44.12,81.63,Image1
P1586,Title1586,43.95,81.5,Image2
P1587,Title1587,43.34,85.29,Image3
P1588,Title1588,40.8,86.29,Image4
P1589,Title1589,40.34,79.97,Image5
P1590,Title1590,41.93,83.74,Image6
P1591,Title1591,44.59,84.85,Image7
P1592,Title1592,40.82,80.1,Image8
P1593,Title1593,40.5,85.05,Image9
P1594,Title1594,42.96,79.73,Image10
P1595,Title1595,40.17,82.93,Image1
P1596,Title1596,43.36,85.59,Image1
P1597,Title1597,44.28,84.47,Image1
P1598,Title1598,40.09,80,Image2
P1599,Title1599,43.68,84.11,Image3
P1600,Title1600,41.28,86.75,Image4
P1601,Title1601,41.81,80.39,Image5
P1602,Title1602,40.44,82.29,Image6
P1603,Title1603,40.86,81.19,Image7
P1604,Title1604,37.39,82.98,Image8
P1605,Title1605,35.22,81.67,Image9
P1606,Title1606,44.2,87.33,Image10
P1607,Title1607,42.9,80.61,Image1
P1608,Title1608,34.89,87.03,Image1
P1609,Title1609,43.34,80.27,Image1
P1610,Title1610,44.27,78.27,Image2
P1611,Title1611,37.6,83.15,Image3
P1612,Title1612,41.45,85.27,Image4
P1613,Title1613,45.65,84.57,Image5
P1614,Title1614,39.23,81.41,Image6
P1615,Title1615,35.73,83.33,Image7
P1616,Title1616,44.94,79.08,Image8
P1617,Title1617,40.09,83.99,Image9
P1618,Title1618,43.18,78.78,Image10
P1619,Title1619,40.75,83.63,Image1
P1620,Title1620,41.93,79.23,Image1
P1621,Title1621,44.57,82.32,Image1
P1622,Title1622,42.88,85.26,Image2
P1623,Title1623,37.34,81.88,Image3
P1624,Title1624,34.94,87.16,Image4
P1625,Title1625,42.99,79.43,Image5
P1626,Title1626,35.85,85.7,Image6
P1627,Title1627,36.88,82.87,Image7
P1628,Title1628,37.54,79.83,Image8
P1629,Title1629,35.62,83.62,Image9
P1630,Title1630,45.96,79.83,Image10
P1631,Title1631,41.32,87.57,Image1
P1632,Title1632,45.26,87.37,Image1
P1633,Title1633,44.46,79.3,Image1
P1634,Title1634,40.04,85.38,Image2
P1635,Title1635,41.64,86.04,Image3
P1636,Title1636,41.52,84.79,Image4
P1637,Title1637,35.66,87.18,Image5
P1638,Title1638,43.97,82.15,Image6
P1639,Title1639,38.25,82.47,Image7
P1640,Title1640,38.39,82.29,Image8
P1641,Title1641,35.46,86.89,Image9
P1642,Title1642,40.02,82.5,Image10
P1643,Title1643,37.58,83.27,Image1
P1644,Title1644,35.49,80.41,Image1
P1645,Title1645,35.76,83.96,Image1
P1646,Title1646,45.73,86.03,Image2
P1647,Title1647,42.23,81.77,Image3
P1648,Title1648,34.86,79.31,Image4
P1649,Title1649,43.92,86.18,Image5
P1650,Title1650,46.09,78.85,Image6
P1651,Title1651,42.89,85.44,Image7
P1652,Title1652,36.97,83.73,Image8
P1653,Title1653,34.61,86.37,Image9
P1654,Title1654,41.37,80.27,Image10
P1655,Title1655,35.37,84.18,Image1
P1656,Title1656,41.88,77.74,Image1
P1657,Title1657,44.64,81.35,Image1
P1658,Title1658,44.33,82.24,Image2
P1659,Title1659,41.08,80.57,Image3
P1660,Title1660,34.6,85.9,Image4
P1661,Title1661,42.35,79.4,Image5
P1662,Title1662,43.28,79.46,Image6
P1663,Title1663,40.15,85.62,Image7
P1664,Title1664,44.64,79.81,Image8
P1665,Title1665,34.56,80.76,Image9
P1666,Title1666,34.45,80.41,Image10
P1667,Title1667,41.57,85.94,Image1
P1668,Title1668,36.99,81.92,Image1
P1669,Title1669,36.8,78.64,Image1
P1670,Title1670,38.42,82.27,Image2
P1671,Title1671,37.68,80.94,Image3
P1672,Title1672,42.24,80.34,Image4
P1673,Title1673,39.5,80.26,Image5
P1674,Title1674,41.9,84.97,Image6
P1675,Title1675,37.15,80.81,Image7
P1676,Title1676,37.28,81.62,Image8
P1677,Title1677,46.19,80.24,Image9
P1678,Title1678,37.68,82.3,Image10
P1679,Title1679,37.97,78.95,Image1
P1680,Title1680,38.31,80.28,Image1
P1681,Title1681,34.27,81.04,Image1
P1682,Title1682,38.07,80.39,Image2
P1683,Title1683,44.49,84.81,Image3
P1684,Title1684,43.37,86.95,Image4
P1685,Title1685,40.23,77.75,Image5
P1686,Title1686,36.48,86.45,Image6
P1687,Title1687,44.07,85.47,Image7
P1688,Title1688,40.38,79.02,Image8
P1689,Title1689,34.23,86.77,Image9
P1690,Title1690,38.73,83.06,Image10
P1691,Title1691,41.41,77.09,Image1
P1692,Title1692,35.79,80.54,Image1
P1693,Title1693,43.6,80.9,Image1
P1694,Title1694,36.48,85.9,Image2
P1695,Title1695,36.07,79.65,Image3
P1696,Title1696,37.78,80.44,Image4
P1697,Title1697,40.29,85.22,Image5
P1698,Title1698,38.58,85.32,Image6
P1699,Title1699,35.22,80.96,Image7
P1700,Title1700,39.24,80.57,Image8
P1701,Title1701,45.93,81.3,Image9
P1702,Title1702,38.53,84.5,Image10
P1703,Title1703,41.18,78.41,Image1
P1704,Title1704,36.33,77.85,Image1
P1705,Title1705,35.32,79.26,Image1
P1706,Title1706,40.03,79.6,Image2
P1707,Title1707,39.87,79.39,Image3
P1708,Title1708,37.89,76.92,Image4
P1709,Title1709,38.18,80.01,Image5
P1710,Title1710,36.73,79.82,Image6
P1711,Title1711,43.54,84.03,Image7
P1712,Title1712,35.64,82.61,Image8
P1713,Title1713,37.93,82.33,Image9
P1714,Title1714,38.11,77.56,Image10
P1715,Title1715,40.08,86,Image1
P1716,Title1716,40.21,83.6,Image1
P1717,Title1717,37.35,82.08,Image1
P1718,Title1718,43.71,81.7,Image2
P1719,Title1719,40.13,79.98,Image3
P1720,Title1720,39.1,81.61,Image4
P1721,Title1721,39.77,83.24,Image5
P1722,Title1722,39.56,79.27,Image6
P1723,Title1723,44.4,76.82,Image7
P1724,Title1724,35.59,82.5,Image8
P1725,Title1725,45.79,82.96,Image9
P1726,Title1726,45.05,83.31,Image10
P1727,Title1727,44.45,79.77,Image1
P1728,Title1728,42.58,78.54,Image1
P1729,Title1729,36.16,85.47,Image1
P1730,Title1730,38.11,77.43,Image2
P1731,Title1731,41.16,77.72,Image3
P1732,Title1732,40.58,83.38,Image4
P1733,Title1733,34.73,81.88,Image5
P1734,Title1734,44.9,79.74,Image6
P1735,Title1735,44.27,84.14,Image7
P1736,Title1736,43.69,83.86,Image8
P1737,Title1737,36.18,85.83,Image9
P1738,Title1738,35.92,81.66,Image10
P1739,Title1739,43.32,82.41,Image1
P1740,Title1740,36.8,85.2,Image1
P1741,Title1741,42.4,77.03,Image1
P1742,Title1742,40.74,79.26,Image2
P1743,Title1743,39.14,81.27,Image3
P1744,Title1744,41.88,78.72,Image4
P1745,Title1745,34.23,77.53,Image5
P1746,Title1746,45.19,77.79,Image6
P1747,Title1747,36.34,86.2,Image7
P1748,Title1748,34.56,83.7,Image8
P1749,Title1749,44.48,77.84,Image9
P1750,Title1750,41.33,81.9,Image10
P1751,Title1751,43.97,85.24,Image1
P1752,Title1752,35.02,77.47,Image1
P1753,Title1753,44.9,82.73,Image1
P1754,Title1754,39.93,77.2,Image2
P1755,Title1755,38.83,80.36,Image3
P1756,Title1756,40.08,80.28,Image4
P1757,Title1757,34.98,78.95,Image5
P1758,Title1758,37.83,80.78,Image6
P1759,Title1759,40.44,77.61,Image7
P1760,Title1760,42.82,84.15,Image8
P1761,Title1761,39.36,79.41,Image9
P1762,Title1762,43.92,81.21,Image10
P1763,Title1763,42.28,82.23,Image1
P1764,Title1764,40.47,77.21,Image1
P1765,Title1765,35.6,81.3,Image1
P1766,Title1766,42.1,80.82,Image2
P1767,Title1767,38.36,77.16,Image3
P1768,Title1768,42.85,77.66,Image4
P1769,Title1769,41.15,77.71,Image5
P1770,Title1770,36.87,85.51,Image6
P1771,Title1771,39.57,85.85,Image7
P1772,Title1772,36.3,84.04,Image8
P1773,Title1773,39.4,84.99,Image9
P1774,Title1774,42.15,80.11,Image10
P1775,Title1775,36.97,82.87,Image1
P1776,Title1776,41.18,80.71,Image1
P1777,Title1777,39.35,80.69,Image1
P1778,Title1778,44.67,79.58,Image2
P1779,Title1779,40.48,78.41,Image3
P1780,Title1780,43.91,80.39,Image4
P1781,Title1781,39.03,79.13,Image5
P1782,Title1782,36.78,78.74,Image6
P1783,Title1783,36.1,84.95,Image7
P1784,Title1784,43.79,77.63,Image8
P1785,Title1785,37.2,84.49,Image9
P1786,Title1786,35.9,76.24,Image10
P1787,Title1787,44.11,77.27,Image1
P1788,Title1788,37.35,79.98,Image1
P1789,Title1789,37.28,83.57,Image1
P1790,Title1790,35.41,80.19,Image2
P1791,Title1791,43.36,79.12,Image3
P1792,Title1792,42.6,85.89,Image4
P1793,Title1793,38.19,82.9,Image5
P1794,Title1794,38.44,76.17,Image6
P1795,Title1795,34.22,82.66,Image7
P1796,Title1796,39.99,80.95,Image8
P1797,Title1797,34.07,77.56,Image9
P1798,Title1798,41.02,80.26,Image10
P1799,Title1799,35.14,79.02,Image1
P1800,Title1800,34.19,76.52,Image1
P1801,Title1801,35.46,81.31,Image1
P1802,Title1802,38.31,82.48,Image2
P1803,Title1803,39.47,81.06,Image3
P1804,Title1804,35.84,77.5,Image4
P1805,Title1805,43.92,80.32,Image5
P1806,Title1806,34.31,78.57,Image6
P1807,Title1807,45.57,81.76,Image7
P1808,Title1808,41.15,78.17,Image8
P1809,Title1809,34.75,85.19,Image9
P1810,Title1810,38.65,80.33,Image10
P1811,Title1811,36.63,84.22,Image1
P1812,Title1812,42.51,77.78,Image1
P1813,Title1813,41.74,78.53,Image1
P1814,Title1814,37.05,77.54,Image2
P1815,Title1815,41.47,81.73,Image3
P1816,Title1816,34.14,80.06,Image4
P1817,Title1817,44.64,77.81,Image5
P1818,Title1818,44.88,76.61,Image6
P1819,Title1819,38.64,78.91,Image7
P1820,Title1820,39.82,83.09,Image8
P1821,Title1821,35.17,85.7,Image9
P1822,Title1822,44.54,83.98,Image10
P1823,Title1823,45.09,77.43,Image1
P1824,Title1824,36.66,78.75,Image1
P1825,Title1825,40.37,82.56,Image1
P1826,Title1826,42.02,84.58,Image2
P1827,Title1827,37.68,82.21,Image3
P1828,Title1828,36.15,83.36,Image4
P1829,Title1829,41.18,78.51,Image5
P1830,Title1830,37.31,78.11,Image6
P1831,Title1831,42.91,76.61,Image7
P1832,Title1832,34.37,83.56,Image8
P1833,Title1833,38.89,84.53,Image9
P1834,Title1834,42.2,78.66,Image10
P1835,Title1835,37.08,77.6,Image1
P1836,Title1836,38.42,83.97,Image1
P1837,Title1837,45.3,85.04,Image1
P1838,Title1838,41.92,85.28,Image2
P1839,Title1839,34.24,84.44,Image3
P1840,Title1840,43.24,75.93,Image4
P1841,Title1841,39.52,76.58,Image5
P1842,Title1842,40.33,84.18,Image6
P1843,Title1843,34.2,76.63,Image7
P1844,Title1844,39.72,78.73,Image8
P1845,Title1845,45.03,79.87,Image9
P1846,Title1846,43.01,85.06,Image10
P1847,Title1847,45.85,79.95,Image1
P1848,Title1848,42.24,77.48,Image1
P1849,Title1849,39.9,84.85,Image1
P1850,Title1850,39.97,77.2,Image2
P1851,Title1851,44.22,81.25,Image3
P1852,Title1852,42.64,84.32,Image4
P1853,Title1853,39.91,81.18,Image5
P1854,Title1854,40.45,82.98,Image6
P1855,Title1855,34.42,75.61,Image7
P1856,Title1856,40.74,81.89,Image8
P1857,Title1857,37.44,78.6,Image9
P1858,Title1858,35.31,79.33,Image10
P1859,Title1859,38.86,81.89,Image1
P1860,Title1860,40.3,80.87,Image1
P1861,Title1861,45.83,84.68,Image1
P1862,Title1862,41.71,79.79,Image2
P1863,Title1863,43.02,85,Image3
P1864,Title1864,34.65,75.53,Image4
P1865,Title1865,34.11,79.5,Image5
P1866,Title1866,39.39,82.69,Image6
P1867,Title1867,34.01,76.08,Image7
P1868,Title1868,44.97,83.93,Image8
P1869,Title1869,43.83,79.52,Image9
P1870,Title1870,43.37,83.22,Image10
P1871,Title1871,41.38,83.76,Image1
P1872,Title1872,37.14,81.96,Image1
P1873,Title1873,38.76,75.42,Image1
P1874,Title1874,44.42,79.75,Image2
P1875,Title1875,44.25,82.84,Image3
P1876,Title1876,38.46,82.68,Image4
P1877,Title1877,37.37,81.08,Image5
P1878,Title1878,43.86,77.29,Image6
P1879,Title1879,44.24,78.58,Image7
P1880,Title1880,34.05,75.15,Image8
P1881,Title1881,36.77,83.47,Image9
P1882,Title1882,40.38,83.37,Image10
P1883,Title1883,42.39,77.69,Image1
P1884,Title1884,42.1,79.41,Image1
P1885,Title1885,43.95,75.65,Image1
P1886,Title1886,45.27,84.24,Image2
P1887,Title1887,45.46,79.51,Image3
P1888,Title1888,38.03,76.5,Image4
P1889,Title1889,41.15,77.59,Image5
P1890,Title1890,37.67,81.77,Image6
P1891,Title1891,37.81,83.31,Image7
P1892,Title1892,36.47,75.37,Image8
P1893,Title1893,39.14,82.09,Image9
P1894,Title1894,38.42,83.85,Image10
P1895,Title1895,38.19,80.25,Image1
P1896,Title1896,43.3,80.65,Image1
P1897,Title1897,39.11,75.49,Image1
P1898,Title1898,40.01,83.61,Image2
P1899,Title1899,39.82,80.88,Image3
P1900,Title1900,36.68,77.83,Image4
P1901,Title1901,39.15,75.36,Image5
P1902,Title1902,37.11,75.44,Image6
P1903,Title1903,42.88,81.77,Image7
P1904,Title1904,43.09,75.12,Image8
P1905,Title1905,43.96,80.03,Image9
P1906,Title1906,45.48,78.02,Image10
P1907,Title1907,43.89,77.11,Image1
P1908,Title1908,41.5,83.44,Image1
P1909,Title1909,39.67,76.97,Image1
P1910,Title1910,35.43,77.31,Image2
P1911,Title1911,41.2,83.96,Image3
P1912,Title1912,43.73,78.69,Image4
P1913,Title1913,42.5,80,Image5
P1914,Title1914,33.75,84.78,Image6
P1915,Title1915,34.81,81.87,Image7
P1916,Title1916,41.95,82.93,Image8
P1917,Title1917,45.21,77.33,Image9
P1918,Title1918,38.37,78.8,Image10
P1919,Title1919,37.98,80.56,Image1
P1920,Title1920,45.48,83.57,Image1
P1921,Title1921,35.83,75.32,Image1
P1922,Title1922,41.47,79.47,Image2
P1923,Title1923,36.77,81.55,Image3
P1924,Title1924,35.79,82.06,Image4
P1925,Title1925,38.9,75.06,Image5
P1926,Title1926,39.53,79.81,Image6
P1927,Title1927,40.95,82.18,Image7
P1928,Title1928,43.97,76.39,Image8
P1929,Title1929,35.55,81.63,Image9
P1930,Title1930,43.83,78.64,Image10
P1931,Title1931,36.39,83.08,Image1
P1932,Title1932,41.46,83.82,Image1
P1933,Title1933,42.62,78.14,Image1
P1934,Title1934,36.04,82.93,Image2
P1935,Title1935,36.49,82.49,Image3
P1936,Title1936,34.33,82.98,Image4
P1937,Title1937,45.37,79.35,Image5
P1938,Title1938,44.31,80.1,Image6
P1939,Title1939,36.63,83.52,Image7
P1940,Title1940,33.89,77.03,Image8
P1941,Title1941,45.63,82.08,Image9
P1942,Title1942,38.6,83.04,Image10
P1943,Title1943,39.27,82.61,Image1
P1944,Title1944,35.99,81.88,Image1
P1945,Title1945,34.24,82.11,Image1
P1946,Title1946,42.57,83.18,Image2
P1947,Title1947,43.66,80.45,Image3
P1948,Title1948,35.8,76.11,Image4
P1949,Title1949,35.55,79.88,Image5
P1950,Title1950,34.76,79.54,Image6
P1951,Title1951,41.79,78.6,Image7
P1952,Title1952,36.18,81.72,Image8
P1953,Title1953,38.75,79.59,Image9
P1954,Title1954,42.53,84.03,Image10
P1955,Title1955,40.61,77.93,Image1
P1956,Title1956,34.83,77.22,Image1
P1957,Title1957,41.85,79.02,Image1
P1958,Title1958,43.3,75.98,Image2
P1959,Title1959,37.91,77.24,Image3
P1960,Title1960,38.03,77.33,Image4
P1961,Title1961,41.09,79.79,Image5
P1962,Title1962,34.66,81.02,Image6
P1963,Title1963,38.28,83.17,Image7
P1964,Title1964,44.24,75.65,Image8
P1965,Title1965,41.67,80.26,Image9
P1966,Title1966,37.87,82.42,Image10
P1967,Title1967,42.2,74.78,Image1
P1968,Title1968,39.43,79.66,Image1
P1969,Title1969,36.37,75.75,Image1
P1970,Title1970,42.35,75.09,Image2
P1971,Title1971,40.77,78.82,Image3
P1972,Title1972,37.32,79.48,Image4
P1973,Title1973,34.15,83.44,Image5
P1974,Title1974,33.67,75.13,Image6
P1975,Title1975,39.29,84.08,Image7
P1976,Title1976,44.51,74.52,Image8
P1977,Title1977,43.31,81.57,Image9
P1978,Title1978,34.54,80.24,Image10
P1979,Title1979,39.99,75.98,Image1
P1980,Title1980,37.49,74.64,Image1
P1981,Title1981,37.09,75.16,Image1
P1982,Title1982,43.46,78.97,Image2
P1983,Title1983,37.16,74.68,Image3
P1984,Title1984,41.78,75.02,Image4
P1985,Title1985,40.49,83.02,Image5
P1986,Title1986,34.48,78.97,Image6
P1987,Title1987,45.15,82.82,Image7
P1988,Title1988,33.99,76.09,Image8
P1989,Title1989,36.11,83.33,Image9
P1990,Title1990,40.65,77.26,Image10
P1991,Title1991,38.26,81.26,Image1
P1992,Title1992,39.01,82.91,Image1
P1993,Title1993,37.87,77.37,Image1
P1994,Title1994,34.68,77.79,Image2
P1995,Title1995,45.12,83.92,Image3
P1996,Title1996,41.36,80.4,Image4
P1997,Title1997,36.21,83.75,Image5
P1998,Title1998,43.51,74.16,Image6
P1999,Title1999,42.6,75.09,Image7
P2000,Title2000,40.69,83.63,Image8
P2001,Title2001,37.85,77.8,Image9
P2002,Title2002,36,77.83,Image10
P2003,Title2003,41.75,75.22,Image1
P2004,Title2004,44.51,74.65,Image1
P2005,Title2005,41.69,83.44,Image1
P2006,Title2006,38.71,74.67,Image2
P2007,Title2007,40.84,83.73,Image3
P2008,Title2008,34.23,80.18,Image4
P2009,Title2009,35.68,77.1,Image5
P2010,Title2010,36.95,75.34,Image6
P2011,Title2011,40.09,79.66,Image7
P2012,Title2012,39.48,76.48,Image8
P2013,Title2013,42.61,76.06,Image9
P2014,Title2014,37.88,77.06,Image10
P2015,Title2015,39.13,73.86,Image1
P2016,Title2016,38.81,80.78,Image1
P2017,Title2017,41.34,75.87,Image1
P2018,Title2018,39.12,77.43,Image2
P2019,Title2019,37.56,78.48,Image3
P2020,Title2020,43.87,80.59,Image4
P2021,Title2021,37.57,74.1,Image5
P2022,Title2022,45.41,82.94,Image6
P2023,Title2023,38.03,82.34,Image7
P2024,Title2024,42.91,75.29,Image8
P2025,Title2025,44.76,80.1,Image9
P2026,Title2026,38.87,77.65,Image10
P2027,Title2027,41.97,83.2,Image1
P2028,Title2028,34.97,76.38,Image1
P2029,Title2029,38.97,83.08,Image1
P2030,Title2030,39.45,79.79,Image2
P2031,Title2031,43.3,80.3,Image3
P2032,Title2032,40.48,75.49,Image4
P2033,Title2033,38.59,83.14,Image5
P2034,Title2034,35.05,76.75,Image6
P2035,Title2035,40.56,83.24,Image7
P2036,Title2036,37.53,82.01,Image8
P2037,Title2037,42.62,82.59,Image9
P2038,Title2038,43.97,81.12,Image10
P2039,Title2039,42.55,75.56,Image1
P2040,Title2040,39.82,74.06,Image1
P2041,Title2041,44.29,77.14,Image1
P2042,Title2042,35.03,83.42,Image2
P2043,Title2043,33.91,74.2,Image3
P2044,Title2044,43.2,79.69,Image4
P2045,Title2045,39.91,79.33,Image5
P2046,Title2046,34.16,79.05,Image6
P2047,Title2047,37.91,78.06,Image7
P2048,Title2048,39.11,77.37,Image8
P2049,Title2049,39.66,78.85,Image9
P2050,Title2050,40.81,80.08,Image10
P2051,Title2051,44.74,81.85,Image1
P2052,Title2052,43.65,77.21,Image1
P2053,Title2053,42.22,76.97,Image1
P2054,Title2054,40.83,74.55,Image2
P2055,Title2055,44.57,73.59,Image3
P2056,Title2056,34.63,77.16,Image4
P2057,Title2057,33.84,74.86,Image5
P2058,Title2058,45.34,78.71,Image6
P2059,Title2059,35.72,76.74,Image7
P2060,Title2060,39.4,80.84,Image8
P2061,Title2061,39.91,77.98,Image9
P2062,Title2062,40.1,80.1,Image10
P2063,Title2063,37.24,80.55,Image1
P2064,Title2064,43.66,75.86,Image1
P2065,Title2065,43.64,81.26,Image1
P2066,Title2066,45.02,81.69,Image2
P2067,Title2067,42.11,74.44,Image3
P2068,Title2068,42.26,74.51,Image4
P2069,Title2069,33.65,82.38,Image5
P2070,Title2070,42.23,80.03,Image6
P2071,Title2071,42.52,75.01,Image7
P2072,Title2072,39.98,80.77,Image8
P2073,Title2073,37.42,82.72,Image9
P2074,Title2074,38.37,82.75,Image10
P2075,Title2075,45.36,76.58,Image1
P2076,Title2076,41.45,80.22,Image1
P2077,Title2077,36.19,78.39,Image1
P2078,Title2078,37.59,73.25,Image2
P2079,Title2079,35.29,78.83,Image3
P2080,Title2080,36.13,82.06,Image4
P2081,Title2081,44.28,75.92,Image5
P2082,Title2082,40.81,82.89,Image6
P2083,Title2083,37.69,77.38,Image7
P2084,Title2084,35.47,74.78,Image8
P2085,Title2085,38.53,79.95,Image9
P2086,Title2086,33.82,73.63,Image10
P2087,Title2087,40.83,75.97,Image1
P2088,Title2088,42.3,79.53,Image1
P2089,Title2089,38.7,82.5,Image1
P2090,Title2090,37.71,76.36,Image2
P2091,Title2091,43.45,80.98,Image3
P2092,Title2092,39.51,77.88,Image4
P2093,Title2093,42.58,76.24,Image5
P2094,Title2094,34.22,82.86,Image6
P2095,Title2095,41.09,82.01,Image7
P2096,Title2096,39.93,73.09,Image8
P2097,Title2097,38.66,76.32,Image9
P2098,Title2098,37.55,81.7,Image10
P2099,Title2099,43.56,74.35,Image1
P2100,Title2100,38.68,76.33,Image1
P2101,Title2101,34.15,78.06,Image1
P2102,Title2102,35.19,80.89,Image2
P2103,Title2103,38.69,81.79,Image3
P2104,Title2104,35.87,82.17,Image4
P2105,Title2105,39.09,80.23,Image5
P2106,Title2106,39.26,82.78,Image6
P2107,Title2107,36.77,80.92,Image7
P2108,Title2108,36.76,79.73,Image8
P2109,Title2109,34.43,76.11,Image9
P2110,Title2110,36.96,78.85,Image10
P2111,Title2111,44.95,80.18,Image1
P2112,Title2112,35.39,78.8,Image1
P2113,Title2113,38.81,77.15,Image1
P2114,Title2114,39.73,74.93,Image2
P2115,Title2115,39.86,79.83,Image3
P2116,Title2116,38.77,82.33,Image4
P2117,Title2117,43.87,76.24,Image5
P2118,Title2118,37.45,79.58,Image6
P2119,Title2119,33.81,81.13,Image7
P2120,Title2120,35.68,79.54,Image8
P2121,Title2121,34.88,80.66,Image9
